CPF,horas_atuando,duble_cpf,seguidores_instagram,seguidores_twitter
84747765435,15000,33441332088,81437,35319
63013897886,50000,,782,81368
83438966034,12000,29805383963,88936,70405
10865974635,500,,79589,8493
79463973641,5000,,78977,77006
81708901327,15000,,59895,43575
92051992060,12000,72047221207,82564,38109
28048297766,20000,,44999,97629
34975962629,500,51514349165,28157,40388
90709095192,1000,37851698732,64356,82506
96088986311,5000,30291853118,81200,53567
48686107315,1000,24411864266,1382,94450
90593338150,5000,63902348582,67806,67362
22585662535,20000,76011839133,14796,84421
48842860105,100,59161893474,27151,42978
32657353271,50000,,56529,52240
87882210672,5000,,46334,2663
51843873673,100,79426255451,33725,30365
15576037262,2500,94296904347,64333,119
40499014547,5000,35279689212,21291,32248
80517366932,5000,22519378207,30438,87274
98397295252,5000,,66720,98544
72818765668,5000,,12669,65269
63591170099,20000,57365906697,94117,85298
21383320288,5000,12489034737,61667,53900
11304070914,1000,55318614584,10599,90070
90592322373,1000,32596070727,72288,4685
52633370191,50000,91630120969,43277,48944
21528130098,50000,89400121083,82681,22819
88253914093,500,82402090654,11519,86100
92707765005,12000,43218799811,1561,22689
58732911971,1000,12043738441,73087,10630
77728840774,500,79793491945,53536,59248
36143286511,15000,34259040159,91251,63317
90712058709,100,78910872532,84684,71488
46815063975,500,,871,23543
78639543181,15000,,27789,58413
60287048894,15000,,38700,40440
15978293822,5000,,49134,14738
72592385047,500,,88267,40307
76236833764,100000,82061626941,19609,85285
66387325402,100,,36272,98424
54953214596,15000,,71029,58016
41224589816,15000,92074731116,49680,82822
80744620492,12000,64387835890,69096,62885
95726790481,2500,91126010693,61996,47411
13131017888,2500,64659198059,43105,37726
84756196271,1000,84540764847,41170,88277
40523161537,15000,34084806558,29178,29420
28861370801,5000,52668942972,98076,97480
32404058992,100000,78361159689,32059,11846
89066943643,50000,55451438226,15196,71905
42607110210,15000,65416158042,4728,12043
11977220848,100000,,17040,98015
26364300905,2500,61928731324,82653,6764
47813396201,2500,24659068455,46220,27942
95173942021,100000,97673882432,46573,8902
49572971183,12000,,64302,41138
91949935493,5000,12829800334,79119,50914
85223694548,500,,87175,29347
90820377050,500,,45627,61955
90586689996,100,,41979,79823
66285742707,50000,47271239986,82733,49554
18249948413,100,,22453,29964
92000847067,500,,31633,69991
87137811624,12000,,9783,40594
56923719060,15000,62272632174,87215,35292
39250416684,1000,56795193818,65128,85473
22835109792,12000,17933870707,54237,44746
67110827686,15000,21399611903,14786,42307
89966831891,50000,52003589934,84462,97297
63923716813,100,,75779,55185
53690112271,100,,73503,21546
80529790879,20000,56271985813,68403,37584
86732467131,100,95963467492,50458,53167
47573594450,1000,48592731625,14276,56509
66375277291,100000,57387213254,16201,31318
75504731264,100,34100562374,61821,16578
81510636697,2500,34985453145,55483,23089
15097029851,20000,,52686,8983
85566509703,20000,64420001802,31255,59342
15615942144,100,38008932287,47519,75943
40963941672,1000,28884387172,20415,10248
40100865211,100000,63803683896,50478,82348
82602527998,500,72866279004,16967,20029
73646537136,12000,85079529873,66454,54983
26028114141,500,45922902681,87874,31455
95840235122,12000,,45166,81719
53712965081,500,52099735271,46419,24960
61567562168,15000,68984489236,69462,86466
96622365776,2500,,83775,42728
97470792993,100,,61317,11199
69262506325,2500,95994493374,85087,11768
21935810824,500,72262193185,42424,4405
96123221086,100000,40974724902,24949,58874
42886817561,100,,1199,73633
14231006208,50000,63029943532,53217,20814
65286145421,1000,23070828674,31610,75000
14015470256,1000,,1427,43284
36741923930,15000,,99975,59215
84644063261,20000,62189851143,65038,17444
42649618713,500,,77649,62019
10794121682,100000,82444403344,28780,81851
89399458368,1000,10176293630,10912,7353
57429488405,2500,,58024,87836
34533892937,100000,92363916956,74774,6952
25991956722,50000,48063310851,31937,27156
82085459206,500,81663475038,92853,83882
34937441093,100000,,18617,15618
87062923034,50000,53944668549,35280,18992
99274488629,500,,91432,36982
57073093287,12000,48900461905,96835,79018
93672304989,15000,,19776,58471
53342509525,500,,58474,72016
97137053485,12000,97086643259,91486,87707
53790143350,1000,,26059,16433
24684722048,1000,,90067,10931
92687599777,20000,38332112567,39895,64566
90520539164,1000,44185991018,36311,70793
83426644505,50000,54824887469,10192,40136
14418830234,100000,87100101552,7481,26480
51677644886,5000,91592914299,54381,83579
46655119417,500,,85977,78441
49729918975,50000,83412996680,81747,42730
25824854985,100,15011311669,3336,43162
94338622242,1000,,51032,81158
21625152934,20000,19727455937,8122,31171
43103074540,100,48469653551,512,19671
83002188019,12000,61468095962,33759,84411
81953784877,500,64183658626,54025,42163
56218004936,15000,,45766,90791
17864535033,100,46495909981,34612,9461
87472756230,20000,56439159553,23880,46107
91664147218,15000,11816991626,78218,14960
66123651460,100000,,35676,41853
61717354356,50000,28388093728,25236,95281
20771200474,500,39732222964,72382,70687
55382514184,1000,51044480435,14475,87138
65719450510,100,41450018116,99072,13782
59486180548,2500,72324497874,17510,79356
81801179067,12000,,71968,59039
95684557221,12000,71304678674,57556,34814
39455830453,2500,,13445,55256
90557828425,500,82752255731,53651,41971
50885223327,50000,,4050,47871
80398630200,100,70436462883,51958,65271
32021285355,100000,,71034,903
19787463940,500,,52827,16106
23089490112,5000,32556979801,10622,97950
17007104039,1000,62499332377,70714,11339
75458406963,15000,50260664466,46870,54782
33388897868,2500,73901508758,54493,53408
25259302994,1000,70240753738,36350,84553
21551775351,5000,,77490,58373
73997353179,20000,38612043090,61532,30860
68082704675,500,,43939,93763
69719793848,500,,75807,13402
71905000719,20000,,29893,49712
85541949119,100,,11733,9513
80660780472,50000,54899840378,11489,41084
67986647805,50000,28135230833,5663,66091
27510041664,20000,,41421,64335
38788961818,2500,,47519,66349
79193358081,50000,,70476,70222
27335090898,100000,70388711314,70910,88693
15726555257,100,91973628798,80439,69651
15568499258,15000,64397909856,37262,25397
31866145038,500,42413819090,72630,92391
96500253988,2500,72236057508,68386,41405
18425345412,20000,53010724240,71736,98005
18642573152,5000,36143286511,64674,30118
78612737533,1000,90498688384,85444,70406
59210391544,20000,,27155,79040
88164174783,1000,76099603576,4361,88583
31096156015,1000,,52584,35197
50290264189,5000,85236814996,67884,33295
40695648053,500,95620334110,18796,41752
44208705189,100,96582657692,81953,11030
79423251128,20000,,654,28563
49297418337,100,34780336445,61243,96994
68937578686,100,16385715099,47089,16150
36545942551,100000,48859076856,12144,11562
39031445940,2500,45931891804,14374,31224
46431653008,500,35485381865,92535,78630
56940685006,20000,92566001552,63910,89105
86780726689,50000,,42731,72345
81983954372,15000,64112701728,44175,423
44367926789,50000,26414867807,85450,69090
19093871606,2500,46163469927,33756,95089
19935071603,100,,1002,75087
96579268506,1000,52582383839,35633,1789
81520932173,20000,30370274287,84019,60663
52021993167,100000,32927413204,77307,13719
82813837685,50000,,14976,21427
40416915924,1000,89371812465,35337,36095
14134158213,5000,13854221326,69377,65736
22617633168,2500,55613851719,5474,30718
22680566642,1000,86678817564,79644,93127
34723505238,100,,20285,63736
85545165639,100000,26868154556,39532,24767
95498661630,50000,37976280516,96785,41761
24044377558,100,,6830,96593
50010832074,50000,46531072292,79914,66564
74063900983,5000,,28336,37806
58222886090,50000,,55681,4141
23334880525,100000,,28550,34423
46556537829,15000,28999528388,10548,66639
91879206106,1000,50592218741,83690,28513
90442094748,20000,57613294667,83098,59555
29335340520,500,,98203,16395
92224935983,50000,40118392325,93829,59761
97524750176,100000,72558917253,98842,97549
71699080343,20000,15544666991,50390,25104
52377395426,12000,49344341179,5879,25837
90194986097,12000,,21585,11791
93263746777,15000,92495574559,11110,99076
96186564739,100000,75017562658,83405,24811
70512310857,12000,,82714,25884
58618873638,5000,70175474557,37830,31078
52040137399,1000,96616889190,11597,56929
42183751785,2500,,20351,92613
12360197809,2500,,24071,76928
87929379749,1000,,20176,69999
31736203463,1000,,77476,13289
23603749560,100000,,77568,20384
98828564710,20000,28597983326,86876,55838
49128726270,20000,85324960574,88017,48863
60890170744,100,,99525,71212
94202169860,12000,43028499512,85927,37778
24999203156,50000,90927026712,8237,73564
73726603517,100000,38380516330,14227,7213
99100193802,1000,66375277291,77061,32871
44374255944,50000,,92275,18633
65076365255,2500,72380812866,36545,72342
76394303617,50000,,2442,52823
93680315035,12000,,71507,83563
48513993632,20000,,87876,70583
57804266100,15000,70616570238,7789,52531
83448830533,2500,,1340,39541
23176979174,500,,66034,35506
64309902217,1000,65004913998,65324,60542
40066110357,15000,11331202951,23301,37033
68823618433,5000,66415435192,49771,12527
28626862329,100000,97498843984,72490,40210
72505118994,2500,,93770,42453
99097943391,2500,12038535079,91161,90503
60809651524,20000,77691050556,37716,70585
35936670346,1000,,80370,79334
88446471542,20000,47215908375,12738,57128
73574560610,1000,18739657201,27902,50317
42389936986,1000,81602575143,30492,98813
91729187718,100,10908151444,8435,87365
68777326157,5000,,25636,14395
67072359174,15000,93364850729,5207,13755
43397850273,100000,,16293,6864
12406602686,100000,,58984,66870
64815975064,100000,91578854743,76565,24394
52078787252,100000,,28938,24316
73520136039,20000,,26688,52307
91930115198,500,31745342155,24281,51712
17987003228,2500,,98861,38347
17152502231,500,93409470611,42582,17795
13024247099,50000,93202921495,87751,21847
75695244463,500,,12545,81971
13745757248,100,,87716,467
31876642267,100000,,13200,82672
26259044891,100000,41782012557,72181,74752
31889851739,15000,41270481447,46708,99349
39365589570,5000,,32598,5683
91796165547,50000,,58464,24736
56522982063,100000,21128042719,88219,44270
14636369852,50000,22471238847,29835,42378
30791337308,50000,,85181,49864
97157412764,500,,91169,26637
64918113543,20000,41995984018,93210,40496
80406294803,20000,96567609108,98229,16064
86610242716,100000,61784203968,10023,50513
61013782250,500,11096072082,98945,79463
10523513991,100,,839,64779
28261912952,100,,16966,61160
55428889161,2500,51892890097,50861,29111
76473991370,15000,15430087951,89145,81361
41479598179,15000,,99365,99467
62764955599,20000,67546744955,34092,42803
50625407895,1000,10316944213,44159,92304
34856695220,50000,61802024962,83768,51134
25435522528,50000,,58581,27439
99140635267,100000,55169235884,72479,86251
98920439192,50000,59417920412,86234,27430
87390127930,500,,48638,738
49696702674,1000,50182243190,59423,55694
19668491922,2500,12854401379,92080,80579
21893388314,100,,34453,37901
47868147619,20000,97572289142,83858,29036
22379717339,50000,,19820,17475
35879477306,20000,57655606811,74560,10059
24085847580,15000,,13997,39384
97073919476,5000,80577189829,77960,12012
84453603298,100000,,51092,49041
94288877746,100000,53378992915,37320,69274
86385131428,500,,81098,1729
65780822459,50000,28719182764,10563,42604
24155676903,5000,44367926789,94606,33136
85916598791,1000,,16888,90258
50298302968,50000,32333999743,68611,21484
38634070278,20000,,56229,80382
68413044706,50000,,94918,62681
37489955537,20000,91123520531,63118,43684
48008435029,20000,73430062261,58449,78677
99584561490,500,46098621817,11535,30117
95676527209,20000,14473445101,36951,2781
90644874753,500,90501711974,55597,91092
73701468216,1000,71109242132,76513,33115
30899945106,500,72605538619,49103,50509
23536583948,1000,,44202,83150
30803281358,2500,,10150,80973
65405794541,20000,,8987,94000
93867936760,100,,76855,72156
88504581031,2500,,65845,42684
38676512699,50000,,5912,15084
33830257740,12000,36021325599,21311,35537
53653897691,50000,92151163354,69937,75033
63630037105,5000,93607677190,42942,13829
58113430296,15000,65249617255,21898,33518
43546037797,20000,92495574559,80626,28886
45540876885,2500,,32316,44653
15164966900,1000,,1614,34366
64982257948,2500,,13903,54704
83637538465,1000,90545619506,92741,50610
89757680523,2500,,68165,18390
23561771722,50000,,78343,10999
34991390779,100,66593271391,71098,58056
34973809601,15000,,32380,78034
66088529664,1000,,1945,73939
81837195087,100000,,88826,93844
95729610676,5000,24012234720,41251,52288
42902802210,2500,,33848,30809
38152255798,100,30775983609,72709,91210
28580740924,20000,,37035,60435
43566452973,20000,29164136583,12503,85598
74878505403,100,10557871480,45250,7524
90455054755,100,65530384146,90424,44352
89207627449,15000,,1400,56475
73415376247,5000,,63487,77126
42699349823,5000,63049901486,39454,94121
96981915972,12000,50666918892,12699,76067
35928761618,5000,,3161,63743
37756897433,2500,45629505297,91457,31009
27616892344,500,46926930148,42355,61579
14842558996,20000,,17906,97988
69868156667,2500,,22301,11551
36723543475,5000,,12562,1831
16289735556,100000,87771589643,10985,36215
43666900189,15000,82928780155,20345,51333
27455622973,50000,15011311669,79961,69960
70252917743,1000,96596195871,41230,22961
77538423343,2500,78502431616,78222,920
74536700716,500,25959780355,82176,61617
63451233786,100,91565945859,54468,40992
56381129130,100,59319607671,14149,26181
34712822843,5000,,69867,3349
82240143985,20000,,90054,28332
26242923384,500,33814581051,33459,5401
61888791043,500,57659653904,57951,56434
18261755339,100,40296113986,29533,1513
16284697770,15000,61458450756,58136,66105
64786391888,5000,67665154128,6464,66516
75979523258,100,,38425,4483
72868591502,12000,63717407626,19583,53849
31586001167,100000,49818276419,52196,5599
70646863663,500,82483729532,41296,15673
24588872043,2500,,68383,71461
55407566428,5000,51114140563,84454,73194
85821039176,50000,,42519,63633
97166485556,15000,96734400591,82350,8358
27624624152,1000,87549845532,49822,93627
28106942848,1000,62303620388,24939,74743
85128745917,20000,68333933101,40602,10755
73374041957,500,16862497821,98111,1830
14602900457,50000,71572319352,75854,89910
65770244001,15000,38246806040,13166,25031
19142019577,12000,97961685479,13079,70273
39069679791,500,,28179,57305
49566035790,5000,94818696371,3815,88347
34714252583,2500,57616679945,17737,68054
81068292816,5000,87460533024,55411,93306
76471986241,20000,,67352,19670
79695493028,2500,37459272715,81793,35666
90819601253,500,33673488040,35300,48304
14219934125,2500,68310857497,22159,18867
94637460615,5000,82301851859,49588,28519
64607395144,100000,42447708988,57958,8643
59028176751,12000,35846581224,25843,7779
93426193586,100000,91796165547,2695,75785
42315243082,50000,60826613830,88612,38964
22039412053,50000,,76204,15110
49339568675,15000,,47182,71177
24690407289,500,10207707699,52461,61912
70319711694,100,,70735,27939
58533176282,12000,,75223,46301
95650855315,100000,66386588394,95838,34223
53255088448,500,,55121,17215
39592949749,5000,,21133,38974
15196668147,500,11541080611,69524,34758
73270854534,100000,94746449727,29203,28117
89244512920,5000,83527431910,1909,48349
56237046836,20000,17317233112,49603,85162
51612734505,15000,,23426,11832
43132074589,15000,57158165841,2689,88245
78000373094,50000,35031643987,88042,12191
62092694434,100,23018904475,14614,37927
99682225741,100000,19876446135,816,77210
99757052998,2500,,18678,20999
31945695111,100,,85702,31844
60312733427,50000,,15325,4532
60051326347,12000,70512310857,65412,64740
36305887712,20000,52245367052,43731,3067
92228150479,100000,,46051,33339
86402321061,12000,,43628,5482
40729918992,5000,31641290732,28454,97155
77601557362,2500,84060204998,22022,12027
85975831787,1000,,10066,93282
97715813333,1000,33884544825,69241,36141
87867707256,5000,31068161478,93219,67681
61290666342,500,45510735679,19653,97359
39077812148,2500,85860884875,12877,96355
32625281208,500,12435615272,99753,76691
24082037162,20000,97207148894,97375,3048
18743299788,1000,,65581,94652
50734788648,15000,31153939930,65480,3490
28412847976,100,66192672023,33213,90674
89503741788,12000,32547330270,78172,84692
29590661865,50000,57381900760,5932,66698
32374495112,5000,78316166630,28040,46858
67570793014,12000,97637198452,14689,39926
60717441868,2500,49357446385,82997,95855
84352181090,12000,78773525188,40544,72951
73216950402,20000,40249124847,39611,98797
14725809893,50000,45238467273,28697,26530
68972620653,100000,19667791844,87161,77225
56558514581,2500,37768209242,23775,3381
52349107315,12000,78050965096,80591,96881
49020826555,20000,84266738191,32094,58535
21937933958,12000,,89265,24696
28231062486,12000,18485369843,90411,77930
22335127926,100000,62197347581,49950,85027
79490599607,5000,,57018,39243
33079189168,50000,,80668,40391
91171186299,5000,47843077100,46680,70005
79968548911,2500,61632637030,65156,74575
38195534733,12000,73172939647,78240,794
54491422236,5000,78791496601,61360,36406
59493890889,20000,43615476454,47866,4404
82511128847,50000,56386050317,7015,81118
71793645341,1000,77996769275,18859,69325
98852499649,20000,15539613727,57566,74806
68562623043,12000,99344756683,85668,75499
16338734466,50000,21721802228,73305,64934
59713641152,5000,93625895473,62367,55225
35210847597,1000,,47553,28381
35409855403,5000,90099734591,49959,73944
44124231345,15000,96817185278,5907,78078
75684621908,1000,33816231050,11074,96809
48452793353,100000,,53994,47442
59392477890,12000,81216016809,93491,69073
72954224966,15000,,42088,67771
42063982742,100000,,29924,329
49997202798,2500,,69669,6549
90803938811,1000,19737911884,45761,30499
24287216148,20000,54098117787,80083,28881
64483413988,15000,85254445152,72337,92073
33848050239,5000,50683465131,31278,21710
32005751847,20000,93402078235,73365,74057
97035552878,1000,,37524,15503
27454523510,1000,,37417,60690
29127670638,15000,74229877230,48216,75640
43793934845,100000,55544041184,51360,9650
78672995129,15000,,62659,96502
95351503283,5000,61204440893,57835,9831
36120436954,500,,45212,21700
30432177344,50000,12471215610,43364,95387
56315363173,500,18727956998,1489,1046
55094927548,1000,51487844018,94087,2834
61441646529,15000,68418850073,51859,17569
76462800862,20000,,70173,99442
33407450640,12000,53960760600,81060,39839
13755551075,100000,67422379507,40218,96321
93981514217,100000,86459804525,54347,10542
76578511103,1000,60133564840,990,69542
53917497458,12000,,29689,67427
53185499008,2500,85701313852,68230,16563
88216179547,20000,,61183,80325
24357124257,100,69885628651,64181,53556
78941591946,500,54649913580,413,47120
27498152734,15000,19520749997,54213,6167
45633892635,100000,73366597994,90194,92484
13903434993,20000,50739534301,25353,81628
64674760178,5000,,7533,55273
94101294053,1000,,81090,86486
95169854443,50000,18719482483,31956,74988
24730905098,100000,,50556,35032
29275651353,50000,40100290551,44701,5059
87629469895,5000,49003282114,8082,19453
85651158663,20000,68105105899,94736,10860
18139789905,12000,69926257638,15667,24684
92760005253,100000,,29137,41956
74752024698,1000,57947524913,87080,73976
29005585291,15000,89005927205,50177,45750
27375091016,500,,17014,10743
53692852760,12000,26690999597,26287,26811
36446284504,12000,,72447,75626
62709159324,12000,,97032,9279
45783977711,20000,28229247746,69629,22955
76774509864,12000,,65256,40477
79773211464,500,,3495,36229
55567619433,15000,36499959367,45204,67512
97041023129,12000,,2211,96209
30127393308,100,,12467,52582
91243914138,5000,86570484884,29439,62600
48755117785,1000,,74208,55390
72219229487,1000,60079871066,12688,70994
91589079027,15000,,92074,95222
10006143501,50000,,95023,55270
11117143507,100,,13066,94008
66117108032,1000,,57870,44233
39680725062,20000,,24887,66626
49051577050,5000,34948719792,75522,29077
19668954324,20000,45268987415,19920,15612
47277565282,500,49760726821,72954,11908
82646581119,12000,88388147443,5276,97220
63976222296,50000,92514221810,88003,32721
73103743277,50000,,31258,59885
35710075061,1000,63250524268,22575,4430
90553193466,2500,43036494471,22379,48636
47221889883,100,95297317052,85392,46732
73947720309,15000,13282492857,47254,55196
59250559490,50000,74863327531,1400,85409
50094621161,2500,93584666095,2217,1666
44810633374,100000,22611053413,97749,81962
99684015315,20000,,48911,52959
41647425810,500,52318003653,27083,23798
41041080257,100000,87738377582,14017,31074
27560859216,12000,80349610696,28263,1214
21404399727,1000,37841119735,24116,93942
81591436985,2500,,38372,91256
87707447347,50000,78824857564,45504,35668
21800337504,1000,15553850141,76698,24842
91320822962,20000,59022094320,94171,49282
86816164763,12000,,13465,44538
17608041860,12000,21576488733,41786,61157
53453923779,50000,13224490176,4082,94577
34057836964,500,19361715594,73792,53195
34231184198,15000,52417567889,38740,51866
13310006595,100000,,31453,93452
49039654422,100,13627176515,43957,57746
58927679050,100000,97718314660,31375,79542
56012807022,50000,77885834394,59291,68741
45114930352,100,57800444010,38072,72255
77792069840,12000,52537263218,75280,61581
16659438574,50000,57917876985,95341,4730
42112057840,2500,87137657853,50244,13258
75704682459,15000,,26945,20747
88276233233,100,45866014538,70394,71033
18261753495,1000,86180036638,61432,31619
14352010974,12000,,51826,25864
91492015392,2500,,12193,93735
61278058339,100000,33130453654,37671,16159
24663528983,50000,,28549,90093
30727830731,100000,,48607,95068
99684934486,50000,52061946744,16876,52458
68550053455,100,16287308174,73478,91795
45846011707,100,,40831,93356
66669158437,100,40166514703,78213,97084
43906120016,12000,62894343857,79595,82152
61561791476,50000,52243698048,7010,9464
44622688672,15000,97785891540,9230,87151
30513098712,2500,61074326276,74906,97760
18301519223,5000,81552542743,35768,7531
33778431599,1000,66090201583,88883,37692
74575105600,20000,98959851768,32386,35052
19784800906,5000,79010487376,79479,62086
37423819877,500,54941886915,93350,99670
97695241874,1000,,90675,47055
48863576360,20000,,94632,2549
14761618910,500,,85503,4622
19919836053,15000,51725498788,38150,93541
48315714044,20000,,13587,15938
70851706932,20000,83845202798,52885,28620
56532951162,100,45336360926,44295,62344
44240794078,20000,79223036193,4137,15080
81938411288,500,51472397069,6956,82019
51335425559,100,83528223947,98753,49361
86623145508,20000,,91007,14468
77467115936,1000,50426297263,71529,65100
60450680949,2500,,87128,32359
49597401726,50000,27624624152,55952,62206
84416000591,500,76897902956,39514,33248
32313007685,100,22297072923,13939,93609
18423441229,50000,76336350143,71046,98393
64347952364,500,97197637427,69276,50387
35981544689,50000,,61283,13927
84076446742,100,92626208160,54116,31280
99500430845,2500,10288264075,49806,70401
71313539034,12000,89399458368,44074,81793
39508248866,12000,,42417,86328
33245387687,5000,,77927,6739
52170462858,50000,17657168625,91122,8699
89070735558,100,,62419,84306
55727123459,15000,,85580,84719
91927365617,15000,37911235730,55158,52899
82939895652,12000,,99861,67605
44379659694,20000,88064673997,50446,97181
34259168360,500,28812667930,83534,6528
27305023760,100000,52148110320,98168,91683
71130997908,1000,29235381551,67642,83262
72998727223,50000,,31896,86739
24758891450,1000,97469128878,55598,35048
94154883012,500,37590410518,75349,21774
18738764908,500,95000235620,59327,54357
34845833859,2500,76959452475,64875,62461
53045064843,50000,,15114,21609
36810124506,100000,18861766385,21713,83431
52276607201,5000,64309902217,69446,81
64392469049,100000,,80755,96526
39451121146,100000,92315317360,76486,62581
69887252979,20000,56381129130,48021,90695
34590538122,1000,,29600,93926
91942690373,100,,26751,95416
83812960992,15000,,33080,56321
64691363618,500,30524287624,61333,7471
38925651181,100,71436080792,36912,5296
66433612083,12000,,71578,57463
30948626058,2500,24485331944,68430,38185
29847919830,1000,40888846882,76288,11916
50202242801,1000,94038449294,6240,71265
16742810985,2500,,86996,9084
57270080426,50000,26260816411,93254,56324
18721800710,12000,35073592026,19657,6975
38939282214,100,,16421,22957
89937650416,100000,,46242,51358
46571094453,1000,,40862,57674
47532765704,100000,57586403374,34485,26019
50512363052,2500,,90323,78137
97996830295,1000,39588870013,30221,48224
70980767136,1000,58868688503,35511,32686
58211297346,100000,26733072326,17812,89468
10724098369,100,91192004295,67184,54045
37363843382,20000,19539604540,32643,13491
21125720983,100,50047525702,46053,22341
29676655148,2500,,22536,42122
19031529002,5000,,63037,34870
34199761298,100000,90859241597,53926,19298
82889758377,500,,33699,52742
30364565168,2500,69215340319,74758,42900
55721156293,2500,84528173110,78917,26391
34507981523,12000,55814979941,68510,68800
24633295405,1000,71166727670,5659,14199
36831748295,100,72660711377,74646,82083
36449543473,500,69922338466,68526,21893
21167977818,500,50169110076,98963,54305
88793142540,12000,18370771843,42900,36760
30465812765,20000,,57637,26647
30469541903,5000,25263811337,25910,30743
84399536816,1000,52697986429,26288,46265
84414894419,100,,73723,9025
61524453955,50000,,31942,36824
15013354269,100000,,89449,86645
29339047318,50000,,40315,46468
97487118882,15000,46177555196,24840,71153
85041646388,50000,62137440437,61511,35907
51520095018,50000,96606261832,43924,36819
71379186771,12000,67347261861,32162,40528
65737378502,2500,,90051,39694
84667899518,5000,,27070,26800
70278388079,50000,70282258938,5762,86610
43319983246,100000,98870955028,39213,43354
37758898816,2500,,45274,8118
78409838407,5000,53419436364,55765,40868
15560108739,50000,33011543154,56407,84195
40383610555,100,57384834871,95975,23671
36278543989,5000,75611397406,40514,61843
55561393743,5000,,3068,23917
56493903287,20000,,65659,14396
49277228293,1000,99596318350,95225,70094
72539048703,100,,29392,95107
27490645036,20000,88152433368,34460,3403
80596776869,12000,77989424341,72702,18364
17556860028,5000,23708480278,63926,5098
20165154294,100000,93079604908,72579,75573
81504874043,50000,,78619,22607
92051177965,2500,,62806,2737
81783292788,12000,,73449,12323
15504848930,1000,58527325341,29422,53311
28049387926,50000,30582190029,96762,69822
97567980773,50000,92904261327,35566,50603
10826936184,1000,63146111241,26021,80023
77437152375,100000,,35389,17825
97858168817,100000,,95952,49364
68826703091,100,54357731894,41681,33982
48517283804,100000,,95395,21340
74454008459,2500,93061131882,90139,88469
78384009601,5000,,74146,98109
82675325281,2500,49953341486,6938,68850
14781270932,50000,,23699,49941
31046678195,50000,78131973548,68119,5902
37979423769,500,96589347513,94757,41350
37462762824,15000,61599780445,76298,40143
87157602269,12000,,7824,60868
84866325649,50000,,64026,89604
19161991446,100000,,44637,84802
33296042388,1000,38226764903,38110,34656
88657891285,5000,88921399176,60104,83943
84425103104,1000,65254208765,89853,34898
33567316058,12000,79423251128,40889,36512
91551666315,100000,50157365271,90048,42829
38452560392,50000,66413572541,52634,49720
38707065920,1000,14928068340,62622,69783
19354845562,20000,,67103,56892
67390712788,500,63492181200,57136,746
26455752330,1000,,76923,73162
26404713007,20000,13618609990,68937,98276
23037131541,2500,99287048472,85466,18290
14541934551,2500,,82673,1569
50185249384,20000,,84610,2812
56934214289,2500,89272889363,41598,72524
63744059926,100000,77621099468,82991,71010
45983309230,500,91402530620,84909,71333
32395195434,100,,78683,53271
80758929264,500,34384112617,73112,4263
72748568462,20000,,87771,60602
31237264359,15000,,47354,17406
89038687877,20000,68692684887,74167,38585
22324377087,1000,34577563290,69821,3001
90498776327,15000,,38835,81411
83339022237,500,17651471748,94005,13526
87965869465,5000,23850263806,38830,29388
31852753537,15000,92128861092,32963,88839
93974350665,5000,60284407864,30135,86721
23840209902,100,94794828547,77698,92980
27888110582,2500,,15847,33707
31961419837,500,19025796737,33641,53359
23592103702,50000,,58603,74931
36919980817,20000,98518309198,36389,1672
86114615566,15000,69902011335,16742,12362
95063115798,2500,87852539042,47981,23763
90166567701,500,,4415,73790
33788384630,500,37110088907,49847,94926
55366778611,20000,17036712826,45951,60628
67989591101,500,,15352,11096
66594146444,100,83058762614,88043,59333
22172204337,20000,76163603232,11841,2801
33044526704,15000,,48518,44044
90613147180,12000,56561460196,21710,86913
90208734612,50000,67793029376,62305,34946
73486866470,12000,31972940544,83863,54537
94455169556,500,,56994,55630
20140792170,1000,,65454,61212
24075181085,1000,92026129681,16687,90512
56979412831,1000,90166001656,50963,82169
92912336571,50000,,58598,73298
92688325781,1000,41874598694,90153,82872
51147854896,500,45073503898,25198,20171
23260861392,12000,78891256568,79369,87715
35781946749,500,,1771,25080
18138825646,12000,95297317052,23460,95322
83362329938,15000,,72384,67185
78549740559,2500,,49255,5302
13474926061,500,14415886097,69498,42051
54418811170,5000,,61383,25019
84132701212,12000,,72301,91756
34980449163,5000,40781805116,60820,98182
42267589771,20000,14843993483,33360,97061
48457877512,15000,81397153855,95547,98631
73681218383,5000,36306963657,56474,56990
74095413667,100000,,40035,71779
12717123339,500,35568469596,6276,18942
37056013696,50000,38707065920,32131,2452
88783642540,15000,,46567,676
91243796780,12000,,98304,72080
83675403041,12000,38918684139,92284,82856
67131428814,500,30909152915,78787,96180
11411025822,1000,,20760,53075
62304633020,500,35877838334,4337,86063
11087145520,12000,45443852537,75081,85590
34600878703,2500,67901725572,8473,4140
51370996525,20000,,54309,38766
56539369519,15000,35374991176,122,97724
60101985698,50000,48211158893,39468,1212
69818539974,100000,78982255177,80405,59685
31848037559,100,45445370053,42005,25802
84127391409,5000,89437201661,27462,840
47257728263,1000,,45093,19167
55571220104,5000,,97505,12402
62741851746,500,,23073,20871
58679333047,5000,94252474319,36089,22575
35404332411,15000,85325214020,45262,33390
29393396350,100000,30808509771,14755,51423
42594082503,2500,29975313966,78612,81256
83260032280,500,30746265957,94694,89473
38920221936,15000,,97682,68096
56945001085,1000,82920025879,81967,86509
40701495881,50000,20671571747,23348,88552
34884561457,100000,,12322,40065
