CPF,codicao_socioeconomica,regiao_geografica,posicao_politica,religiao
15476817824,classe alta,nordeste,direita,judeu
76234263623,classe media,sudeste,centro,judeu
21308080951,classe alta,norte,direita,budista
63671542813,classe baixa,nordeste,direita,judeu
66250545735,classe media,sudeste,esquerda,budista
44661373865,classe baixa,sudeste,direita,judeu
41694074127,classe media,norte,esquerda,budista
66477033353,classe media,centro oeste,direita,budista
51466233933,classe alta,centro oeste,centro,judeu
19521002586,classe media,nordeste,centro,espirita
18886913511,classe media,sudeste,direita,espirita
73629996229,classe media,sul,direita,budista
96095756694,classe baixa,sudeste,centro,espirita
10641015579,classe media,sul,centro,catolico
22623515430,classe baixa,nordeste,direita,catolico
99724155774,classe media,sudeste,esquerda,budista
35094884212,classe media,sudeste,direita,espirita
40246983275,classe baixa,sul,direita,judeu
11834202470,classe baixa,sul,esquerda,judeu
31138895943,classe baixa,norte,centro,budista
85910248361,classe baixa,nordeste,direita,catolico
79948937302,classe baixa,sudeste,centro,espirita
22227053806,classe media,sudeste,direita,judeu
50839114831,classe baixa,centro oeste,direita,espirita
91040132908,classe alta,centro oeste,direita,espirita
73537837787,classe baixa,sudeste,centro,espirita
81010176523,classe media,sudeste,direita,budista
40287934766,classe media,sudeste,direita,budista
86359793899,classe alta,sul,centro,judeu
16668251196,classe baixa,nordeste,esquerda,espirita
22003471261,classe media,norte,direita,budista
44399295725,classe baixa,sudeste,direita,budista
56039142593,classe baixa,sudeste,direita,catolico
79887327986,classe baixa,sudeste,esquerda,judeu
45061447931,classe baixa,sul,centro,catolico
30433701632,classe media,sudeste,centro,budista
52355508446,classe media,centro oeste,direita,espirita
83197837858,classe media,norte,esquerda,espirita
71650543949,classe baixa,sul,centro,judeu
70321251915,classe alta,nordeste,direita,judeu
75682794383,classe media,sudeste,esquerda,catolico
16236944308,classe media,sudeste,esquerda,catolico
72944080639,classe media,centro oeste,centro,budista
47766986250,classe alta,sul,esquerda,espirita
38951302551,classe alta,sul,direita,budista
34853776910,classe media,norte,esquerda,catolico
94257046605,classe alta,centro oeste,esquerda,budista
82679398275,classe media,centro oeste,esquerda,budista
26827844283,classe baixa,norte,centro,catolico
29289684549,classe media,centro oeste,direita,judeu
72066971758,classe alta,nordeste,centro,budista
45485646930,classe baixa,sul,centro,budista
58782555223,classe baixa,centro oeste,direita,budista
38677016805,classe alta,nordeste,direita,catolico
58908439405,classe baixa,sudeste,centro,budista
61898066087,classe baixa,sudeste,centro,judeu
89004920258,classe baixa,sul,centro,judeu
44928872624,classe alta,nordeste,centro,budista
30023330372,classe baixa,nordeste,esquerda,catolico
56611553335,classe baixa,nordeste,esquerda,espirita
72497524167,classe alta,sul,centro,espirita
12668965701,classe baixa,sudeste,esquerda,budista
38152467413,classe media,centro oeste,esquerda,espirita
20014552707,classe alta,sul,centro,budista
45351712333,classe media,centro oeste,esquerda,judeu
67965822158,classe alta,sul,esquerda,budista
95540323757,classe baixa,sudeste,direita,budista
92030708721,classe alta,norte,centro,catolico
86196136231,classe alta,sul,esquerda,espirita
78007384884,classe media,nordeste,esquerda,catolico
10501041053,classe alta,sul,direita,judeu
83321790211,classe alta,norte,esquerda,budista
56113980893,classe alta,sudeste,esquerda,espirita
59552194581,classe baixa,sul,esquerda,espirita
36632088277,classe media,norte,centro,budista
78741990232,classe baixa,sudeste,centro,budista
99244368896,classe baixa,sudeste,direita,catolico
29703969878,classe media,nordeste,centro,judeu
88068976051,classe media,norte,esquerda,espirita
60214828199,classe alta,sul,esquerda,judeu
69778116780,classe baixa,sul,centro,judeu
97637245039,classe media,sul,direita,budista
58261110475,classe media,nordeste,centro,espirita
65974964215,classe media,nordeste,centro,catolico
38330331108,classe alta,norte,centro,espirita
24644489089,classe baixa,nordeste,esquerda,espirita
58285688876,classe alta,nordeste,esquerda,judeu
67170900639,classe alta,centro oeste,esquerda,espirita
98293271591,classe baixa,sudeste,direita,budista
51149721539,classe alta,nordeste,esquerda,espirita
23870475220,classe alta,sudeste,direita,catolico
72722846358,classe media,norte,direita,judeu
72407658362,classe media,nordeste,direita,budista
71774622956,classe baixa,norte,centro,espirita
66367745387,classe media,norte,esquerda,budista
65817925653,classe alta,norte,direita,budista
84304758136,classe media,sudeste,centro,budista
80381982039,classe baixa,sudeste,direita,judeu
83277361872,classe alta,sudeste,direita,espirita
38318048808,classe baixa,norte,direita,budista
33730261290,classe baixa,sudeste,esquerda,budista
81570120082,classe media,centro oeste,centro,espirita
96193408931,classe baixa,sul,centro,budista
60211492711,classe alta,centro oeste,centro,espirita
65898330680,classe alta,nordeste,centro,catolico
46267688776,classe baixa,sul,direita,espirita
59009334119,classe alta,sul,esquerda,budista
60717985018,classe alta,nordeste,direita,espirita
62481802920,classe media,centro oeste,direita,budista
48491349994,classe media,centro oeste,esquerda,espirita
60466803323,classe media,nordeste,esquerda,budista
82721247282,classe baixa,nordeste,centro,espirita
36042727951,classe baixa,sul,centro,espirita
49124412673,classe alta,norte,esquerda,budista
87453682889,classe alta,centro oeste,esquerda,budista
56418453241,classe media,centro oeste,centro,espirita
57412395856,classe media,sul,direita,espirita
58490446175,classe alta,nordeste,centro,catolico
73731536321,classe baixa,sul,direita,judeu
14412429640,classe alta,nordeste,direita,espirita
36722421088,classe alta,sul,esquerda,judeu
66770617199,classe media,sudeste,esquerda,catolico
92140206578,classe baixa,norte,centro,judeu
85902297175,classe media,centro oeste,esquerda,espirita
65215740015,classe alta,nordeste,esquerda,judeu
38101046892,classe alta,centro oeste,direita,budista
39337168559,classe alta,norte,direita,catolico
85431977812,classe baixa,centro oeste,centro,budista
39876690047,classe baixa,nordeste,esquerda,budista
95519088588,classe baixa,sudeste,direita,catolico
88196909326,classe baixa,sudeste,esquerda,espirita
45023927149,classe media,norte,direita,catolico
11397262972,classe media,sul,direita,budista
58469742268,classe baixa,sul,esquerda,catolico
62032406565,classe alta,norte,centro,budista
19339232480,classe media,norte,centro,espirita
13635239084,classe alta,sul,direita,catolico
22363627952,classe baixa,sudeste,esquerda,budista
37816751154,classe media,nordeste,direita,espirita
10836048711,classe baixa,centro oeste,direita,budista
26778407833,classe alta,norte,esquerda,catolico
42346749626,classe alta,sul,esquerda,espirita
28970221775,classe alta,sul,direita,espirita
13203428950,classe media,norte,esquerda,budista
87838840428,classe media,norte,direita,judeu
42890291834,classe media,centro oeste,centro,catolico
44258828295,classe media,sul,esquerda,catolico
87610927538,classe alta,nordeste,esquerda,budista
85333930930,classe alta,nordeste,centro,budista
12614993595,classe baixa,sudeste,centro,budista
40517930395,classe baixa,sudeste,centro,judeu
13544402523,classe media,sudeste,centro,catolico
43365762884,classe baixa,sul,esquerda,catolico
16565604948,classe media,sudeste,esquerda,budista
71622295725,classe baixa,centro oeste,centro,budista
32783974614,classe alta,centro oeste,esquerda,budista
82987360440,classe media,centro oeste,centro,espirita
76722812692,classe media,sudeste,centro,catolico
79884366995,classe alta,nordeste,esquerda,catolico
43908541769,classe alta,centro oeste,esquerda,catolico
55943322822,classe baixa,nordeste,centro,budista
18902137026,classe baixa,sul,esquerda,budista
44493605689,classe alta,nordeste,centro,espirita
30939333090,classe alta,centro oeste,esquerda,espirita
48542811069,classe alta,sudeste,esquerda,espirita
71021732248,classe alta,norte,esquerda,judeu
92338135253,classe baixa,centro oeste,esquerda,catolico
88917156508,classe baixa,sudeste,esquerda,espirita
48564450143,classe alta,norte,centro,espirita
48219612124,classe alta,sudeste,direita,catolico
16205914249,classe alta,sudeste,esquerda,catolico
65110541911,classe alta,sudeste,esquerda,budista
73621738210,classe media,sudeste,esquerda,judeu
64018259258,classe media,sudeste,direita,espirita
96455586582,classe media,sudeste,direita,espirita
12312710332,classe media,sudeste,centro,espirita
90448959955,classe alta,sul,direita,catolico
69928259257,classe media,norte,direita,judeu
57512685105,classe baixa,sudeste,esquerda,catolico
13742477478,classe media,sul,direita,catolico
49405473785,classe alta,centro oeste,direita,espirita
60363299984,classe baixa,nordeste,direita,judeu
85565205636,classe alta,centro oeste,esquerda,espirita
99167487836,classe media,sudeste,direita,judeu
45389313312,classe baixa,nordeste,direita,judeu
67833082073,classe media,centro oeste,centro,budista
18180978907,classe baixa,sul,esquerda,budista
63088068428,classe media,nordeste,centro,judeu
60941976762,classe baixa,sudeste,esquerda,catolico
11315782563,classe media,norte,esquerda,judeu
14765320695,classe media,norte,esquerda,budista
40775029485,classe alta,sudeste,esquerda,espirita
42465829705,classe alta,sudeste,esquerda,judeu
85655722892,classe baixa,sul,centro,catolico
83672985647,classe alta,centro oeste,esquerda,espirita
61830717410,classe alta,centro oeste,centro,espirita
67425215540,classe media,norte,centro,judeu
84017696496,classe alta,sudeste,centro,budista
50712172464,classe baixa,sudeste,direita,catolico
99022671743,classe alta,sul,centro,judeu
85371395218,classe media,sudeste,esquerda,budista
85523027171,classe media,centro oeste,esquerda,catolico
84063886990,classe baixa,sul,direita,catolico
49475125841,classe media,sudeste,centro,judeu
50493689906,classe media,centro oeste,centro,catolico
28406512079,classe media,norte,direita,judeu
65103099495,classe baixa,centro oeste,centro,catolico
42410407648,classe alta,sul,direita,judeu
31116500686,classe baixa,nordeste,centro,catolico
31513896264,classe alta,norte,centro,espirita
36620869552,classe baixa,sul,direita,judeu
62956976445,classe media,nordeste,centro,judeu
57173794876,classe media,sul,centro,budista
38729207438,classe baixa,norte,centro,espirita
87680665219,classe media,norte,direita,judeu
47569611055,classe alta,centro oeste,direita,judeu
25385027603,classe media,norte,esquerda,judeu
49346923020,classe baixa,sul,direita,espirita
54203800354,classe media,sudeste,esquerda,catolico
27417055749,classe baixa,sul,direita,judeu
80968440542,classe alta,sudeste,centro,judeu
58850935086,classe media,norte,direita,catolico
99779205849,classe baixa,norte,centro,budista
46420303907,classe baixa,nordeste,centro,espirita
86981999897,classe alta,sul,esquerda,judeu
77289378956,classe alta,nordeste,centro,judeu
64545206424,classe baixa,norte,direita,judeu
52567721018,classe baixa,norte,esquerda,judeu
33318796472,classe baixa,sudeste,esquerda,judeu
42002921788,classe alta,sudeste,centro,judeu
59087834922,classe media,norte,esquerda,catolico
78393612538,classe media,sul,centro,catolico
45304441203,classe baixa,norte,esquerda,espirita
38826275456,classe baixa,norte,centro,judeu
87439457415,classe alta,nordeste,esquerda,catolico
91650284811,classe baixa,norte,centro,judeu
59744031588,classe baixa,sul,centro,catolico
35060686124,classe alta,nordeste,centro,budista
72682976848,classe alta,norte,centro,judeu
22444968376,classe baixa,norte,centro,catolico
65984895082,classe baixa,centro oeste,esquerda,espirita
97308548163,classe media,norte,esquerda,budista
45456109100,classe alta,norte,direita,catolico
18450167083,classe media,sul,direita,judeu
15530437921,classe alta,sudeste,centro,catolico
17301074670,classe media,norte,centro,judeu
63713259981,classe alta,sudeste,centro,budista
53279409677,classe alta,sudeste,centro,espirita
63459340770,classe media,sul,esquerda,espirita
27909349472,classe baixa,sul,centro,espirita
80785146531,classe baixa,sudeste,centro,catolico
70328952042,classe alta,sudeste,direita,catolico
38998525343,classe baixa,nordeste,direita,espirita
25773432768,classe media,sudeste,centro,catolico
17213142047,classe media,nordeste,esquerda,catolico
56638243529,classe alta,norte,esquerda,catolico
52336081190,classe media,norte,esquerda,espirita
71981339247,classe baixa,sul,direita,judeu
65890031202,classe baixa,sudeste,direita,espirita
43777336338,classe alta,norte,direita,catolico
81833133919,classe alta,nordeste,centro,budista
14466831325,classe alta,nordeste,direita,budista
46481869663,classe baixa,norte,centro,espirita
70973118493,classe alta,centro oeste,centro,espirita
34256849361,classe media,nordeste,centro,budista
60270969411,classe media,sul,centro,espirita
39840892546,classe media,sudeste,direita,budista
39661339355,classe alta,centro oeste,esquerda,catolico
42533634523,classe alta,sul,esquerda,budista
81271049882,classe media,nordeste,direita,budista
33550907468,classe baixa,norte,centro,judeu
28746907634,classe alta,norte,centro,espirita
15906141996,classe media,sul,esquerda,catolico
97019507992,classe alta,norte,esquerda,espirita
93332354148,classe alta,sudeste,centro,espirita
67482204274,classe media,norte,direita,budista
36797645751,classe media,centro oeste,direita,budista
49316053949,classe baixa,centro oeste,esquerda,espirita
33427486798,classe media,sul,esquerda,budista
81368423576,classe baixa,sudeste,centro,catolico
38831254707,classe media,sudeste,direita,budista
85023539688,classe baixa,centro oeste,centro,espirita
54849750761,classe alta,centro oeste,esquerda,budista
55998548596,classe media,sul,direita,catolico
48933587921,classe baixa,sul,direita,espirita
80492140262,classe alta,norte,esquerda,judeu
42340366658,classe media,norte,centro,budista
65619330207,classe baixa,sul,centro,catolico
34535991031,classe alta,sudeste,direita,catolico
26483808202,classe media,sudeste,esquerda,budista
11197861807,classe media,sudeste,esquerda,espirita
26233177803,classe media,nordeste,direita,budista
51638388530,classe alta,sul,direita,budista
76746353940,classe baixa,sul,centro,judeu
97971924308,classe media,norte,centro,catolico
52849519409,classe media,sudeste,esquerda,budista
64260479304,classe alta,sudeste,esquerda,catolico
15929858939,classe baixa,sudeste,esquerda,espirita
63559073822,classe baixa,sudeste,esquerda,judeu
64965045713,classe alta,sul,direita,judeu
48100169402,classe alta,norte,centro,catolico
29075668441,classe media,centro oeste,centro,budista
55642498799,classe baixa,norte,centro,catolico
90914223394,classe alta,norte,centro,judeu
48808111744,classe alta,sudeste,esquerda,judeu
24320809875,classe alta,sudeste,centro,espirita
22379730447,classe alta,sudeste,centro,budista
12640046502,classe alta,sudeste,esquerda,judeu
19328745613,classe baixa,sul,direita,judeu
34385491223,classe baixa,norte,centro,judeu
75243098825,classe baixa,nordeste,centro,judeu
28732081210,classe alta,norte,esquerda,judeu
92130933442,classe media,sul,esquerda,espirita
43266508403,classe alta,sul,centro,judeu
29108206404,classe baixa,centro oeste,esquerda,catolico
46587790215,classe media,nordeste,esquerda,espirita
47311946053,classe baixa,norte,centro,espirita
86792771217,classe alta,sudeste,direita,judeu
68828764805,classe alta,centro oeste,esquerda,judeu
75304586845,classe alta,nordeste,direita,budista
48471916613,classe media,norte,direita,catolico
92920621042,classe alta,norte,centro,budista
36239504903,classe baixa,sudeste,direita,catolico
68723047414,classe baixa,norte,esquerda,budista
34517542818,classe media,centro oeste,esquerda,judeu
45843040059,classe baixa,sul,direita,budista
15103021560,classe alta,norte,centro,espirita
68937937212,classe media,norte,centro,espirita
35239850911,classe media,norte,esquerda,espirita
97469128878,classe media,nordeste,esquerda,catolico
16370599529,classe baixa,sul,direita,budista
28482872347,classe media,centro oeste,centro,catolico
95417114386,classe alta,sul,esquerda,judeu
36953999887,classe media,norte,esquerda,judeu
82311618881,classe baixa,centro oeste,direita,judeu
29127204334,classe baixa,norte,esquerda,budista
91811675697,classe alta,centro oeste,direita,espirita
52774548697,classe alta,sudeste,direita,catolico
70289248281,classe baixa,norte,esquerda,catolico
61085153901,classe alta,norte,esquerda,catolico
44371694545,classe baixa,sul,centro,espirita
51570402814,classe baixa,sudeste,esquerda,judeu
58762851499,classe baixa,nordeste,direita,budista
22412266908,classe alta,centro oeste,centro,catolico
84366415001,classe media,centro oeste,centro,budista
97141981146,classe alta,sul,direita,catolico
74089195794,classe baixa,sul,direita,espirita
23378298768,classe baixa,nordeste,direita,catolico
38528924894,classe baixa,centro oeste,direita,catolico
73999565859,classe alta,centro oeste,esquerda,espirita
49361180799,classe media,nordeste,centro,espirita
37276400169,classe media,nordeste,esquerda,catolico
30398671664,classe media,sul,direita,judeu
44183415225,classe alta,sul,centro,judeu
87821592777,classe media,sul,esquerda,budista
98568397908,classe alta,nordeste,esquerda,catolico
50917268194,classe media,nordeste,centro,budista
81987689395,classe alta,centro oeste,esquerda,espirita
90883574036,classe baixa,nordeste,centro,judeu
28042480497,classe media,nordeste,direita,espirita
87371520848,classe alta,nordeste,direita,judeu
76455755874,classe baixa,norte,esquerda,judeu
63143163704,classe baixa,sul,direita,catolico
55305537691,classe baixa,sudeste,centro,judeu
75452874904,classe baixa,sudeste,centro,budista
21894980819,classe media,norte,centro,catolico
86260774057,classe baixa,sudeste,centro,espirita
25417921383,classe baixa,nordeste,direita,budista
95877423011,classe media,norte,esquerda,judeu
69824285736,classe alta,norte,centro,budista
22614639099,classe media,nordeste,centro,catolico
68898926921,classe media,norte,direita,catolico
81568723820,classe media,norte,esquerda,espirita
33291815198,classe alta,sudeste,centro,judeu
73059905249,classe baixa,sul,esquerda,judeu
57179848317,classe alta,sul,esquerda,catolico
24386932443,classe media,nordeste,esquerda,budista
93868069958,classe baixa,centro oeste,esquerda,catolico
23560358666,classe media,nordeste,direita,judeu
56739900147,classe baixa,centro oeste,centro,judeu
79518716748,classe alta,nordeste,direita,budista
55399063132,classe baixa,sudeste,direita,catolico
24843659205,classe baixa,sudeste,esquerda,espirita
91546203849,classe alta,sul,direita,espirita
71587456391,classe baixa,norte,centro,judeu
13894045033,classe alta,centro oeste,centro,judeu
20376882093,classe baixa,sul,esquerda,catolico
83345201573,classe alta,sul,centro,catolico
88197259901,classe baixa,nordeste,direita,judeu
29742839054,classe baixa,centro oeste,esquerda,espirita
51107563494,classe baixa,norte,direita,budista
97614936565,classe alta,sul,centro,judeu
71909670973,classe baixa,nordeste,direita,catolico
66730212284,classe baixa,nordeste,direita,budista
99488671012,classe baixa,norte,direita,budista
33942655575,classe media,sudeste,esquerda,catolico
59826754030,classe media,nordeste,centro,judeu
44094343402,classe alta,sudeste,direita,judeu
50029883806,classe media,centro oeste,direita,espirita
53318998635,classe media,sudeste,direita,judeu
59597863627,classe media,centro oeste,esquerda,judeu
93234357161,classe baixa,sudeste,esquerda,budista
86528264067,classe media,sudeste,esquerda,catolico
54206607654,classe baixa,sudeste,esquerda,budista
69074743787,classe media,sul,esquerda,budista
75048095569,classe alta,centro oeste,direita,espirita
56680803927,classe alta,norte,direita,budista
30340395462,classe baixa,nordeste,centro,espirita
98323641118,classe baixa,nordeste,esquerda,espirita
18509832581,classe alta,sul,direita,judeu
52915994254,classe media,sul,centro,espirita
85905478826,classe media,sul,esquerda,judeu
18413748063,classe media,centro oeste,esquerda,budista
24777544874,classe alta,sul,centro,judeu
80047382644,classe alta,sul,centro,catolico
70741254782,classe alta,nordeste,centro,budista
81578270614,classe media,centro oeste,direita,budista
46316906787,classe alta,sul,esquerda,catolico
34176956608,classe alta,sudeste,esquerda,judeu
45699888444,classe alta,sul,esquerda,espirita
23775142457,classe alta,nordeste,esquerda,espirita
40546534189,classe alta,nordeste,direita,budista
71080703559,classe alta,centro oeste,direita,catolico
67579608551,classe alta,sul,centro,budista
54727069811,classe alta,nordeste,centro,espirita
27533608298,classe alta,sul,direita,espirita
97935506242,classe media,centro oeste,direita,espirita
69100345688,classe media,sudeste,esquerda,budista
50785621894,classe alta,sudeste,esquerda,catolico
99888673492,classe media,centro oeste,esquerda,judeu
21485636391,classe baixa,sul,centro,judeu
87277146287,classe baixa,norte,esquerda,judeu
29926321654,classe media,nordeste,direita,espirita
43524789550,classe alta,nordeste,centro,budista
44511031966,classe alta,sul,centro,judeu
41774461076,classe alta,centro oeste,direita,judeu
34540954577,classe media,sudeste,esquerda,judeu
75202228679,classe alta,sul,esquerda,budista
40563977645,classe alta,sudeste,centro,judeu
10162899916,classe alta,sul,centro,budista
79401935095,classe alta,centro oeste,esquerda,budista
47934889521,classe alta,centro oeste,esquerda,catolico
66728420108,classe baixa,centro oeste,centro,judeu
65020299352,classe baixa,sul,esquerda,judeu
50094355750,classe baixa,norte,direita,espirita
82251716200,classe media,nordeste,esquerda,budista
84856990552,classe media,sudeste,direita,judeu
43007434236,classe media,centro oeste,esquerda,espirita
79289536282,classe baixa,sudeste,centro,catolico
61339168125,classe baixa,norte,centro,catolico
18357050127,classe alta,sudeste,esquerda,budista
42132751924,classe baixa,nordeste,direita,catolico
44938956728,classe media,norte,esquerda,catolico
53142704747,classe alta,nordeste,esquerda,espirita
28189485728,classe baixa,norte,esquerda,judeu
33746208826,classe baixa,sudeste,esquerda,budista
30909701011,classe media,nordeste,direita,judeu
35021326379,classe media,nordeste,esquerda,judeu
55515240525,classe alta,centro oeste,direita,judeu
51401437338,classe baixa,norte,direita,catolico
30203254364,classe baixa,centro oeste,centro,catolico
81666880761,classe media,norte,esquerda,budista
92437127813,classe baixa,sudeste,centro,judeu
72699934472,classe media,sudeste,centro,espirita
87618127789,classe alta,centro oeste,direita,judeu
89108242050,classe baixa,sudeste,centro,budista
65594249316,classe media,sudeste,esquerda,budista
95747056584,classe alta,sul,esquerda,judeu
89064351215,classe baixa,centro oeste,centro,budista
69570234522,classe alta,sul,esquerda,budista
21943845138,classe baixa,norte,centro,espirita
81814118057,classe media,norte,direita,espirita
53696254669,classe baixa,sul,centro,judeu
42674203257,classe media,centro oeste,direita,judeu
98792183029,classe alta,norte,direita,catolico
33508433730,classe media,centro oeste,direita,judeu
14402166141,classe media,nordeste,direita,judeu
81370089673,classe alta,norte,esquerda,budista
62791789188,classe media,sul,centro,espirita
90007754057,classe alta,norte,esquerda,espirita
71461189791,classe alta,centro oeste,esquerda,judeu
18912657110,classe baixa,centro oeste,centro,espirita
57103178747,classe baixa,norte,direita,budista
27638567182,classe alta,nordeste,centro,judeu
75958980162,classe alta,sudeste,centro,catolico
82057771001,classe media,sudeste,direita,budista
38518878754,classe alta,centro oeste,direita,catolico
72186453518,classe alta,centro oeste,direita,budista
11563143185,classe media,nordeste,esquerda,budista
19722084763,classe media,centro oeste,centro,espirita
84679974549,classe alta,norte,centro,judeu
96053165730,classe baixa,nordeste,esquerda,catolico
42719114588,classe alta,centro oeste,direita,catolico
46174944508,classe media,nordeste,direita,espirita
99724108480,classe baixa,norte,esquerda,catolico
34925303030,classe alta,norte,esquerda,judeu
82975788370,classe media,nordeste,esquerda,budista
58155146633,classe baixa,centro oeste,esquerda,budista
71093090435,classe media,sudeste,esquerda,budista
51564616649,classe media,centro oeste,centro,budista
27018522122,classe baixa,norte,esquerda,catolico
44585595971,classe baixa,centro oeste,esquerda,judeu
38771584817,classe alta,nordeste,esquerda,espirita
70477446700,classe baixa,centro oeste,direita,catolico
21601097611,classe baixa,nordeste,esquerda,judeu
67738862157,classe media,nordeste,esquerda,judeu
66963432170,classe baixa,sudeste,esquerda,judeu
20735955356,classe media,nordeste,direita,budista
76465463946,classe baixa,norte,esquerda,catolico
78378360153,classe alta,centro oeste,direita,budista
53153540843,classe media,nordeste,esquerda,espirita
92382754878,classe baixa,norte,esquerda,judeu
55428293660,classe alta,centro oeste,centro,judeu
74378386241,classe alta,nordeste,centro,judeu
81908503764,classe baixa,nordeste,esquerda,budista
86575461458,classe media,norte,direita,judeu
53225469081,classe baixa,centro oeste,centro,judeu
25465709718,classe media,nordeste,esquerda,catolico
78715451132,classe media,sudeste,direita,catolico
43603637180,classe alta,norte,centro,espirita
81210047419,classe baixa,sudeste,esquerda,espirita
70204996812,classe alta,sudeste,direita,budista
25490576542,classe alta,norte,direita,budista
65076699365,classe alta,nordeste,direita,espirita
25954176272,classe alta,norte,esquerda,catolico
26639622466,classe alta,centro oeste,esquerda,budista
81472348077,classe media,norte,centro,catolico
90909469105,classe alta,sul,esquerda,espirita
63150902001,classe baixa,sul,direita,judeu
53039935734,classe alta,sudeste,esquerda,budista
93755075521,classe media,nordeste,direita,budista
97154696618,classe alta,norte,esquerda,budista
33197363338,classe alta,centro oeste,direita,espirita
69966549340,classe alta,centro oeste,centro,catolico
99466345692,classe alta,nordeste,direita,judeu
93327911135,classe alta,nordeste,direita,judeu
47247928987,classe media,norte,direita,catolico
52558436451,classe alta,sudeste,esquerda,judeu
26253973926,classe alta,sudeste,esquerda,judeu
82051394520,classe baixa,centro oeste,direita,budista
83445623102,classe baixa,nordeste,esquerda,catolico
92945212747,classe alta,norte,centro,budista
84161196174,classe alta,sul,centro,catolico
38561379513,classe media,sul,esquerda,espirita
35797689118,classe media,nordeste,esquerda,judeu
73378620652,classe baixa,nordeste,direita,catolico
82409675204,classe baixa,norte,centro,budista
29375040104,classe media,sul,direita,catolico
17677692997,classe media,sul,esquerda,judeu
39821176957,classe alta,centro oeste,esquerda,judeu
90708082080,classe baixa,nordeste,centro,espirita
68332662097,classe alta,sul,centro,catolico
50776345379,classe baixa,nordeste,centro,catolico
48975664679,classe baixa,nordeste,direita,judeu
66575610001,classe baixa,sul,centro,judeu
88863507852,classe media,sul,esquerda,judeu
56332492007,classe media,centro oeste,esquerda,espirita
23870416886,classe media,sul,centro,catolico
96500099225,classe alta,centro oeste,esquerda,espirita
51454855549,classe baixa,sudeste,centro,catolico
80246075297,classe alta,nordeste,esquerda,espirita
70104483223,classe alta,norte,direita,catolico
48357801470,classe media,norte,centro,espirita
76676297592,classe media,sul,centro,espirita
63406954595,classe baixa,nordeste,centro,espirita
59092302251,classe alta,nordeste,direita,catolico
65778373547,classe media,sul,centro,judeu
96213573603,classe alta,sul,direita,judeu
16335261807,classe alta,sul,centro,espirita
21564514615,classe alta,centro oeste,direita,catolico
88006024100,classe media,nordeste,esquerda,judeu
97123011450,classe baixa,norte,esquerda,budista
72659607871,classe baixa,sul,centro,judeu
34258217332,classe baixa,centro oeste,direita,judeu
49268272932,classe media,nordeste,esquerda,budista
27184912602,classe alta,sudeste,centro,catolico
47230979690,classe media,sul,centro,catolico
36501577259,classe media,sul,esquerda,catolico
20437989056,classe alta,centro oeste,esquerda,catolico
86731760521,classe media,nordeste,centro,catolico
20975768119,classe baixa,nordeste,direita,catolico
10675284197,classe alta,centro oeste,direita,judeu
77541324766,classe media,norte,direita,espirita
68259086926,classe media,sudeste,esquerda,espirita
65911932033,classe baixa,centro oeste,direita,budista
74967490570,classe baixa,centro oeste,centro,espirita
16528344986,classe media,nordeste,direita,judeu
32477278938,classe alta,sul,esquerda,espirita
99859734798,classe media,norte,direita,catolico
11233438649,classe media,centro oeste,esquerda,catolico
92361114860,classe baixa,sul,centro,judeu
50349814423,classe baixa,sul,direita,judeu
92895288515,classe media,sul,esquerda,espirita
35242446308,classe media,sul,direita,catolico
41602580301,classe baixa,sudeste,centro,espirita
80656836962,classe alta,sul,centro,espirita
98385065990,classe baixa,sul,esquerda,espirita
15447635100,classe media,sul,centro,judeu
75320479777,classe media,nordeste,direita,judeu
49983144114,classe baixa,centro oeste,esquerda,catolico
73003501662,classe alta,norte,centro,judeu
81989455412,classe alta,sudeste,esquerda,budista
12796743739,classe alta,sul,direita,budista
80306243771,classe media,norte,direita,judeu
64955574336,classe alta,norte,direita,espirita
14200449380,classe media,norte,direita,budista
23899871797,classe baixa,sul,direita,budista
88105517408,classe alta,centro oeste,direita,espirita
63686419302,classe baixa,sudeste,centro,judeu
31041518437,classe baixa,nordeste,esquerda,catolico
34180311022,classe baixa,norte,esquerda,catolico
78740052097,classe media,centro oeste,esquerda,catolico
56313166747,classe media,norte,centro,judeu
85316075916,classe media,sudeste,esquerda,espirita
50893345861,classe media,centro oeste,direita,budista
45349109444,classe baixa,sul,centro,espirita
94449018498,classe alta,norte,esquerda,budista
99742980459,classe alta,norte,esquerda,espirita
32635409479,classe alta,nordeste,centro,catolico
86442996114,classe media,centro oeste,esquerda,espirita
12044431359,classe media,sudeste,esquerda,catolico
75162253673,classe baixa,nordeste,direita,judeu
21090990024,classe baixa,sul,centro,budista
26860101458,classe baixa,sudeste,esquerda,catolico
70240731100,classe media,norte,centro,budista
32587567167,classe media,nordeste,centro,budista
49765185125,classe alta,norte,centro,espirita
96014597728,classe baixa,nordeste,esquerda,catolico
84521495101,classe alta,centro oeste,esquerda,judeu
66330909525,classe media,sudeste,centro,judeu
32304341012,classe alta,sudeste,direita,budista
58568245141,classe media,nordeste,centro,catolico
57211381150,classe media,norte,esquerda,judeu
37723363696,classe media,norte,esquerda,catolico
65852840267,classe baixa,norte,direita,judeu
13256305665,classe media,norte,centro,budista
21456179631,classe alta,sul,centro,judeu
62597875187,classe alta,sudeste,direita,budista
10664929474,classe alta,nordeste,esquerda,espirita
91893728548,classe alta,sudeste,esquerda,catolico
